Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),Begin calibration... Waiting for calibration messages.Received message 1. Received message 2. Received message 3. Received message 4. Received message 5. Received message 6. Calibration complete! Offset is: 517 Hz. 
0:0:0, 6788.0010375, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 15.9395, 
16:18:49, 7287.0014801, 8046, 0.0, 0, 0, 28.6559982, 0, 0, 0, 0, 40.393505, -117.0427246, 1445.7421569, 0, 9.8080, 15.9395, 
16:18:50, 7720.0015258, 8046, 0.0, 0, 0, 28.6559982, 0, 0, 0, 0, 40.393505, -117.0427246, 1445.7421569, 0, 9.7263, 15.9395, 
16:18:50, 7962.0015258, 8046, 0.0, 0, 0, 28.6559982, 0, 0, 0, 0, 40.393505, -117.0427246, 1445.7421569, 0, 9.8898, 15.9395, 
16:18:51, 8720.0015258, 8046, 0.0, 0, 0, 28.6559982, 0, 0, 0, 0, 40.393505, -117.0427246, 1445.7421569, 0, 9.8080, 15.9395, 
16:18:51, 8967.0015258, 8046, 0.0, 0, 0, 28.6559982, 0, 0, 0, 0, 40.393505, -117.0427246, 1445.7421569, 0, 9.7263, 15.9395, 
16:18:51, 9285.0019683, 8046, 0.0, 0, 0, 28.6559982, 0, 0, 0, 0, 40.393505, -117.0427246, 1445.7421569, 0, 9.8080, 15.9395, 
16:18:52, 9720.0020141, 8046, 0.0, 0, 0, 28.6559982, 0, 0, 0, 0, 40.393505, -117.0427246, 1445.7421569, 0, 9.8080, 15.9395, 
16:18:52, 9963.0020141, 8046, 0.0, 0, 0, 28.6559982, 0, 0, 0, 0, 40.393505, -117.0427246, 1445.7421569, 0, 9.8898, 15.9395, 
16:18:53, 10720.0020141, 8046, 0.0, 0, 0, 28.6559982, 0, 0, 0, 0, 40.393505, -117.0427246, 1445.7421569, 0, 9.6829, 15.9395, 
